LStatus,AIncome,ANumberChildren,GCollateralAmount,GGuarantorNumber,Age,AGender_M,GCollateralType_PER,GCollateralType_REA,GCollateralType_SAV,AMaritalStatus_MAR,AMaritalStatus_SEP,AMaritalStatus_SIN,AMaritalStatus_UNR,AMaritalStatus_WID,AOccupation_MER,AOccupation_OTH,AOccupation_OWN,AOccupation_PRV,AOccupation_SLF,AOccupation_UNI,AEducation_HIGHER,AEducation_LOWER,AHousing_OTH,AHousing_OWN,AHousing_REN,AHousing_WEL
0,38467.7634784605,0,0.0,2,49.41666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,37700.0,1,0.0,2,39.75,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,34100.0,0,0.0,2,36.66666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,27676.7219842233,0,0.0,2,30.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,29300.0,0,0.0,2,32.16666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21000.0,0,0.0,2,21.33333333,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,35500.0,0,0.0,2,44.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,22900.0,0,0.0,3,38.83333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,37300.0,0,0.0,2,54.75,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,30000.0,0,0.0,2,45.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,33700.0,0,0.0,2,46.08333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,29900.0,0,0.0,2,28.16666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,24400.0,0,0.0,2,43.08333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,20400.0,0,0.0,3,29.08333333,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,30969.3447944328,0,0.0,2,31.58333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,29637.8498912241,0,0.0,2,28.41666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,28400.0,0,0.0,2,39.41666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,25364.1255685185,0,0.0,2,24.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,27700.0,0,0.0,2,51.66666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,40900.0,2,0.0,2,54.91666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,36926.0325332557,0,0.0,2,45.75,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,40300.0,0,0.0,2,50.16666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,33200.0,1,0.0,3,25.83333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,39378.7863060865,0,0.0,3,51.58333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41100.0,0,0.0,2,56.08333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34684.589912003,0,0.0,2,46.66666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,40184.6911190215,3,0.0,2,53.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,35700.0,0,0.0,2,52.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,37300.0,0,0.0,5,42.41666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35100.0,0,0.0,2,33.33333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,40429.9664950432,0,0.0,2,54.08333333,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,37451.6226277341,2,0.0,2,47.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28000.0,0,0.0,3,28.08333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,33100.0,2,0.0,2,49.91666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,41000.0,0,0.0,2,52.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,27151.131889745,0,0.0,2,28.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,38644.0352876034,2,0.0,2,56.08333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,38082.3307411081,0,0.0,2,48.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,29007.14177785,0,0.0,2,26.91666667,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,36295.3244198817,0,0.0,2,44.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,42100.0,0,0.0,3,43.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,41200.0,0,0.0,2,49.66666667,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,21500.0,0,0.0,2,39.33333333,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,37600.0,0,0.0,2,43.83333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,31900.0,2,0.0,2,45.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,29100.0,0,0.0,3,45.83333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,31400.0,2,0.0,2,43.66666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,36147.4840933996,1,0.0,2,35.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,27400.0,0,0.0,2,45.58333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21400.0,0,0.0,2,27.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,19000.0,0,0.0,2,34.08333333,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,24978.6928311662,0,0.0,2,23.58333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,28700.0,0,0.0,2,30.58333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,32500.0,2,0.0,3,44.91666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,40570.1238563739,0,0.0,2,54.41666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,32651.2330967635,0,0.0,2,35.58333333,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,33422.0985714682,1,0.0,2,37.41666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,32624.8112247267,3,0.0,3,41.76793782,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,28096.1189460193,0,0.0,2,24.75,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37486.6619659644,0,0.0,2,47.08333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40219.7304572518,4,0.0,2,53.58333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33072.7802861329,2,0.0,2,42.83333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,38923.2748922735,0,0.0,2,50.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,37381.5439470687,0,0.0,2,46.83333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,30970.4199082194,0,0.0,2,37.83333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,44000.0,0,0.0,3,47.41666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,29077.2204543107,0,0.0,2,27.08333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,33352.0198908029,0,0.0,2,37.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,34999.94396869,0,0.0,2,47.41666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,35800.0,0,0.0,2,51.08333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,37311.4652706081,4,0.0,2,46.66666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,25900.0,0,0.0,2,29.83333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,31215.6952884458,0,0.0,2,38.41666667,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,37556.7406466297,1,0.0,2,47.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,34509.3932124419,0,0.0,2,46.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,38000.0,0,0.0,3,41.41666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29400.0,0,0.0,2,38.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,32400.0,0,0.0,2,50.16666667,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,37311.4652706081,2,0.0,2,46.66666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,36700.0,1,0.0,2,34.33333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29700.0,0,0.0,2,33.91666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,30479.8691561761,0,0.0,2,36.66666667,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,32231.8361349675,0,0.0,2,40.83333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,34500.0,0,0.0,2,53.33333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,28692.8628349497,2,0.0,2,32.41666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,32442.0721727588,0,0.0,2,41.33333333,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,37031.1505521514,2,0.0,2,46.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,34255.3597532775,0,0.0,2,30.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,40100.0,1,0.0,2,50.16666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,38600.0,0,0.0,2,48.41666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,30000.0,0,0.0,2,40.08333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,24800.0,1,0.0,2,28.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,28000.0,2,0.0,2,42.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,29848.0859290154,2,0.0,2,28.91666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,19900.0,0,0.0,2,28.58333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,26600.0,0,0.0,2,31.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,32624.8112247267,0,0.0,2,41.76793782,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,38187.4487600038,2,0.0,2,48.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,35594.5376258423,0,0.0,2,42.58333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,24800.0,0,0.0,2,51.08333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,35314.2229115903,0,0.0,2,41.91666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23400.0,0,0.0,3,23.41666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,17300.0,0,0.0,3,36.58333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,39098.4715918345,2,0.0,2,50.91666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,28062.1547215757,0,0.0,2,30.91666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,34700.0,0,0.0,2,35.83333333,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,33772.4919663856,1,0.0,2,38.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,41600.0,0,0.0,2,52.58333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,39800.0,1,0.0,2,48.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,33352.0198908029,0,0.0,3,37.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,30548.8727188501,0,0.0,2,30.58333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,32195.7216829505,0,0.0,2,34.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,38397.6847977951,0,0.0,2,49.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,35500.0,0,0.0,2,45.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,34300.0,0,0.0,2,45.91666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,34700.0,0,0.0,2,48.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40500.0,0,0.0,2,53.41666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26600.0,0,0.0,2,38.58333333,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,26400.0,0,0.0,3,28.83333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37000.0,1,0.0,2,54.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,39238.6289489605,2,0.0,2,51.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,27000.0,1,0.0,2,39.08333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,34600.0,2,0.0,2,49.66666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,40079.5731001258,2,0.0,2,53.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32581.1544203029,0,0.0,2,35.41666667,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,39413.8256485215,0,0.0,2,51.66666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,33900.0,3,0.0,2,51.33333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,32600.0,3,0.0,2,51.41666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31951.5214207155,0,0.0,2,40.16666667,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,33200.0,1,0.0,2,46.41666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,24200.0,0,0.0,2,43.08333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,37900.0,2,0.0,3,40.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,20300.0,0,0.0,2,31.91666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,41060.6746084172,3,0.0,2,55.58333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26098.8765870016,0,0.0,3,20.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29533.8069861151,0,0.0,2,34.41666667,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,30400.0,0,0.0,2,31.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,30304.6724566151,2,0.0,2,36.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,33400.0,0,0.0,2,31.58333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,31565.0135695765,0,0.0,2,33.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,29400.0,1,0.0,2,41.41666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29100.0,0,0.0,2,34.83333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35384.301588051,0,0.0,2,42.08333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25400.0,0,0.0,3,21.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,33300.0,2,0.0,2,29.91666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,16200.0,0,0.0,3,20.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,19200.0,0,0.0,2,37.33333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,30600.0,0,0.0,2,30.33333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,34299.1571746506,0,0.0,2,45.75,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,37900.0,2,0.0,2,54.41666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,35300.0,0,0.0,2,51.91666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,33100.0,2,0.0,2,51.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,28481.5516833717,0,0.0,2,25.66666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33500.0,1,0.0,2,50.16666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,39168.5502682951,0,0.0,2,51.08333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,30059.3970805934,0,0.0,3,35.66666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,36190.206400986,0,0.0,2,44.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,34403.2000797596,0,0.0,2,39.75,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,38993.3535729388,0,0.0,2,50.66666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,40200.0,1,0.0,2,55.33333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,31074.4628133284,0,0.0,2,31.83333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,27500.0,0,0.0,2,45.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,27641.682645993,0,0.0,2,29.91666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,36900.0,0,0.0,2,51.66666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,38292.5667788994,0,0.0,2,49.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,39939.4157429999,3,0.0,2,52.91666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,28700.0,0,0.0,2,43.91666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,38082.3307411081,2,0.0,2,48.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,28656.748378728,0,0.0,3,26.08333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,38900.0,2,0.0,2,41.41666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,40500.0,3,0.0,2,55.83333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,36900.0,2,0.0,2,48.75,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,30024.3577381584,0,0.0,2,35.58333333,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,37731.9373461908,0,0.0,2,47.66666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,37171.3079092774,2,0.0,2,46.33333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,36681.8322710207,0,0.0,2,51.41666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,26800.0,0,0.0,2,27.66666667,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,36700.0,0,0.0,2,51.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,21200.0,0,0.0,2,32.58333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,40465.0058374782,0,0.0,2,54.16666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38400.0,2,0.0,2,51.58333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36700.0,0,0.0,2,52.08333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,31601.1280215935,1,0.0,2,39.33333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,33200.0,0,0.0,2,37.58333333,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,33598.3703806112,0,0.0,2,44.08333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,23800.0,0,0.0,3,26.66666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,42700.0,0,0.0,2,52.33333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,30970.4199082194,0,0.0,2,37.83333333,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,39800.0,1,0.0,2,49.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,25900.0,0,0.0,2,49.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,29400.0,0,0.0,2,38.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,39624.0616863128,3,0.0,2,52.16666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,30690.1051939675,2,0.0,2,37.16666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,36500.0,0,0.0,2,49.91666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,44700.0,0,0.0,2,57.41666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,27100.0,0,0.0,2,47.75,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,37600.0,3,0.0,5,48.66666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,30164.5150994891,1,0.0,3,35.91666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,42900.0,1,0.0,2,51.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,38900.0,0,0.0,2,51.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35384.301588051,0,0.0,2,42.08333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,30200.0,0,0.0,2,53.58333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,33300.0,0,0.0,3,42.66666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30200.0,3,0.0,3,36.33333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,29744.0430239064,0,0.0,2,34.91666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,32400.0,0,0.0,2,50.66666667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,18300.0,0,0.0,2,42.66666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,19900.0,0,0.0,2,26.91666667,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26100.0,1,0.0,3,26.08333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35300.0,2,0.0,2,48.75,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,36400.0,4,0.0,6,49.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,34613.4361175509,0,0.0,2,40.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,41600.0,0,0.0,2,50.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,33492.1772479289,0,0.0,3,37.58333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,36961.071871486,2,0.0,2,45.83333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
